"site","sensor_number","date_time","date","time","temp_durafet_c","p_h","tide","temp_c","temp_hobo_c"
"Alegria",4,2021-09-11 16:00:00,"09/11/2021","16:00:00",17.24091684,8.280573831,3.957453,17.95,NA
"Alegria",4,2021-09-11 16:15:00,"09/11/2021","16:15:00",17.23490409,8.290900242,3.710799,17.9166666666667,NA
"Alegria",4,2021-09-11 16:30:00,"09/11/2021","16:30:00",17.22383988,8.293360287,3.456322,17.9,NA
"Alegria",4,2021-09-11 16:45:00,"09/11/2021","16:45:00",17.26299503,8.297888699,3.197079,17.9611111111111,NA
"Alegria",4,2021-09-11 17:00:00,"09/11/2021","17:00:00",17.23314258,8.293542081,2.93703,17.9,NA
"Alegria",4,2021-09-11 17:15:00,"09/11/2021","17:15:00",17.19477479,8.294113339,2.679263,17.8,NA
"Alegria",4,2021-09-11 17:30:00,"09/11/2021","17:30:00",17.12970518,8.280905997,2.427091,17.65,NA
"Alegria",4,2021-09-11 17:45:00,"09/11/2021","17:45:00",17.00891608,8.27946189,2.183452,17.5111111111111,NA
"Alegria",4,2021-09-11 18:00:00,"09/11/2021","18:00:00",16.81654664,8.279539335,1.951934,17.2444444444444,NA
"Alegria",4,2021-09-11 18:15:00,"09/11/2021","18:15:00",16.61327032,8.274045771,1.73511,16.9444444444444,NA
"Alegria",4,2021-09-11 18:30:00,"09/11/2021","18:30:00",16.41540498,8.263774066,1.535584,16.8055555555556,NA
"Alegria",4,2021-09-11 18:45:00,"09/11/2021","18:45:00",16.2313624,8.250641962,1.355496,16.6,NA
"Alegria",4,2021-09-11 19:00:00,"09/11/2021","19:00:00",16.03315944,8.229833687,1.197261,16.3333333333333,NA
"Alegria",4,2021-09-11 19:15:00,"09/11/2021","19:15:00",15.80892678,8.214613824,1.062345,16.1722222222222,NA
"Alegria",4,2021-09-11 19:30:00,"09/11/2021","19:30:00",15.62544993,8.197768357,0.952064,16.0111111111111,NA
"Alegria",4,2021-09-11 21:30:00,"09/11/2021","21:30:00",14.96473927,8.143130952,0.983699,15.4944444444444,NA
"Alegria",4,2021-09-11 21:45:00,"09/11/2021","21:45:00",14.8791866,8.142894021,1.089316,15.3888888888889,NA
"Alegria",4,2021-09-11 22:00:00,"09/11/2021","22:00:00",14.79063163,8.133930431,1.211923,15.25,NA
"Alegria",4,2021-09-11 22:15:00,"09/11/2021","22:15:00",14.66976274,8.129567625,1.34915,15.1277777777778,NA
"Alegria",4,2021-09-11 22:30:00,"09/11/2021","22:30:00",14.5559789,8.12801553,1.498626,15.0333333333333,NA
"Alegria",4,2021-09-11 22:45:00,"09/11/2021","22:45:00",14.46251745,8.135493453,1.657335,14.9888888888889,NA
"Alegria",4,2021-09-11 23:00:00,"09/11/2021","23:00:00",14.41004707,8.142082418,1.822666,14.9611111111111,NA
"Alegria",4,2021-09-11 23:15:00,"09/11/2021","23:15:00",14.36500392,8.140381515,1.991806,14.9166666666667,NA
"Alegria",4,2021-09-11 23:30:00,"09/11/2021","23:30:00",14.32875389,8.143909509,2.161941,14.9277777777778,NA
"Alegria",4,2021-09-11 23:45:00,"09/11/2021","23:45:00",14.28473601,8.153950282,2.330303,14.8833333333333,NA
"Alegria",4,2021-09-12 00:00:00,"09/12/2021","00:00:00",14.25109936,8.157169945,2.494215,14.8611111111111,NA
"Alegria",4,2021-09-12 00:15:00,"09/12/2021","00:15:00",14.231092,8.161062402,2.651305,14.8722222222222,NA
"Alegria",4,2021-09-12 00:30:00,"09/12/2021","00:30:00",14.20524341,8.162256231,2.79885,14.8,NA
"Alegria",4,2021-09-12 00:45:00,"09/12/2021","00:45:00",14.18063534,8.160806462,2.934871,14.8166666666667,NA
"Alegria",4,2021-09-12 01:00:00,"09/12/2021","01:00:00",14.20699745,8.140990924,3.057452,14.8944444444444,NA
"Alegria",4,2021-09-12 01:15:00,"09/12/2021","01:15:00",14.21952233,8.135468843,3.16495,14.9277777777778,NA
"Alegria",4,2021-09-12 01:30:00,"09/12/2021","01:30:00",14.20323148,8.13524095,3.256019,14.8388888888889,NA
"Alegria",4,2021-09-12 01:45:00,"09/12/2021","01:45:00",14.22309197,8.124304532,3.329701,14.9166666666667,NA
"Alegria",4,2021-09-12 02:00:00,"09/12/2021","02:00:00",14.19129202,8.13967658,3.385131,14.7777777777778,NA
"Alegria",4,2021-09-12 02:15:00,"09/12/2021","02:15:00",14.17990914,8.143808382,3.422037,14.8277777777778,NA
"Alegria",4,2021-09-12 02:30:00,"09/12/2021","02:30:00",14.18535673,8.132367885,3.440398,14.85,NA
"Alegria",4,2021-09-12 02:45:00,"09/12/2021","02:45:00",14.13285513,8.149075878,3.440469,14.7111111111111,NA
"Alegria",4,2021-09-12 03:00:00,"09/12/2021","03:00:00",14.10994096,8.148394036,3.422575,14.7555555555556,NA
"Alegria",4,2021-09-12 03:15:00,"09/12/2021","03:15:00",14.11262233,8.142470118,3.38766,14.7666666666667,NA
"Alegria",4,2021-09-12 03:30:00,"09/12/2021","03:30:00",14.09560272,8.13356965,3.33703,14.7555555555556,NA
"Alegria",4,2021-09-12 03:45:00,"09/12/2021","03:45:00",14.06606368,8.153692998,3.272272,14.6888888888889,NA
"Alegria",4,2021-09-12 04:00:00,"09/12/2021","04:00:00",14.03621623,8.160085776,3.195227,14.6666666666667,NA
"Alegria",4,2021-09-12 04:15:00,"09/12/2021","04:15:00",14.01838642,8.151939344,3.107952,14.65,NA
"Alegria",4,2021-09-12 04:30:00,"09/12/2021","04:30:00",13.99293171,8.169805856,3.012577,14.6166666666667,NA
"Alegria",4,2021-09-12 04:45:00,"09/12/2021","04:45:00",13.979809,8.147575478,2.911692,14.6388888888889,NA
"Alegria",4,2021-09-12 05:00:00,"09/12/2021","05:00:00",13.96459084,8.148498506,2.807669,14.5944444444444,NA
"Alegria",4,2021-09-12 05:15:00,"09/12/2021","05:15:00",13.94876768,8.133230071,2.703035,14.5944444444444,NA
"Alegria",4,2021-09-12 05:30:00,"09/12/2021","05:30:00",13.93802894,8.135080569,2.600325,14.5944444444444,NA
"Alegria",4,2021-09-12 05:45:00,"09/12/2021","05:45:00",13.93224898,8.123446442,2.502036,14.5944444444444,NA
"Alegria",4,2021-09-12 06:00:00,"09/12/2021","06:00:00",13.92633931,8.124093473,2.410489,14.5611111111111,NA
"Alegria",4,2021-09-12 06:15:00,"09/12/2021","06:15:00",13.91937082,8.110706628,2.328186,14.5611111111111,NA
"Alegria",4,2021-09-12 06:30:00,"09/12/2021","06:30:00",13.91231182,8.114604213,2.257157,14.5611111111111,NA
"Alegria",4,2021-09-12 06:45:00,"09/12/2021","06:45:00",13.90426728,8.106765464,2.199339,14.55,NA
"Alegria",4,2021-09-12 07:00:00,"09/12/2021","07:00:00",13.8934378,8.121059756,2.156443,14.55,NA
"Alegria",4,2021-09-12 07:15:00,"09/12/2021","07:15:00",13.88252706,8.125080819,2.129917,14.5277777777778,NA
"Alegria",4,2021-09-12 07:30:00,"09/12/2021","07:30:00",13.87457934,8.118607648,2.12093,14.5277777777778,NA
"Alegria",4,2021-09-12 07:45:00,"09/12/2021","07:45:00",13.86702076,8.132009964,2.130141,14.5166666666667,NA
"Alegria",4,2021-09-12 08:00:00,"09/12/2021","08:00:00",13.86946314,8.149779916,2.157885,14.5388888888889,NA
"Alegria",4,2021-09-12 08:15:00,"09/12/2021","08:15:00",13.88196145,8.148843131,2.204323,14.5611111111111,NA
"Alegria",4,2021-09-12 08:30:00,"09/12/2021","08:30:00",13.90708198,8.158499144,2.269467,14.5944444444444,NA
"Alegria",4,2021-09-12 08:45:00,"09/12/2021","08:45:00",13.93426477,8.144233382,2.352767,14.6388888888889,NA
"Alegria",4,2021-09-12 09:00:00,"09/12/2021","09:00:00",13.96734231,8.146282285,2.453698,14.6888888888889,NA
"Alegria",4,2021-09-12 09:15:00,"09/12/2021","09:15:00",13.99631123,8.150632663,2.571169,14.7222222222222,NA
"Alegria",4,2021-09-12 09:30:00,"09/12/2021","09:30:00",14.01680846,8.169318162,2.703737,14.7111111111111,NA
"Alegria",4,2021-09-12 09:45:00,"09/12/2021","09:45:00",14.04055883,8.172695809,2.850151,14.7666666666667,NA
"Alegria",4,2021-09-12 10:00:00,"09/12/2021","10:00:00",14.06443431,8.156245545,3.008303,14.7888888888889,NA
"Alegria",4,2021-09-12 10:15:00,"09/12/2021","10:15:00",14.09791902,8.173427513,3.176554,14.8166666666667,NA
"Alegria",4,2021-09-12 10:30:00,"09/12/2021","10:30:00",14.12719565,8.166474984,3.352356,14.8388888888889,NA
"Alegria",4,2021-09-12 10:45:00,"09/12/2021","10:45:00",14.16293734,8.170619398,3.533782,14.9055555555556,NA
"Alegria",4,2021-09-12 11:00:00,"09/12/2021","11:00:00",14.19953932,8.173118758,3.718203,14.9388888888889,NA
"Alegria",4,2021-09-12 11:15:00,"09/12/2021","11:15:00",14.26786007,8.201667023,3.902898,15.0444444444444,NA
"Alegria",4,2021-09-12 11:30:00,"09/12/2021","11:30:00",14.32967193,8.223770613,4.085728,15.1222222222222,NA
"Alegria",4,2021-09-12 11:45:00,"09/12/2021","11:45:00",14.39417737,8.237474557,4.263732,15.1944444444444,NA
"Alegria",4,2021-09-12 12:00:00,"09/12/2021","12:00:00",14.5029674,8.260357364,4.434785,15.3555555555556,NA
"Alegria",4,2021-09-12 12:15:00,"09/12/2021","12:15:00",14.63844951,8.292389547,4.596229,15.5055555555556,NA
"Alegria",4,2021-09-12 12:30:00,"09/12/2021","12:30:00",14.75569497,8.30454992,4.745554,15.6666666666667,NA
"Alegria",4,2021-09-12 12:45:00,"09/12/2021","12:45:00",14.95198388,8.31666692,4.880884,15.9777777777778,NA
"Alegria",4,2021-09-12 13:00:00,"09/12/2021","13:00:00",15.13473781,8.330346281,4.999878,16.1611111111111,NA
"Alegria",4,2021-09-12 13:15:00,"09/12/2021","13:15:00",15.2580975,8.335073851,5.10096,16.0833333333333,NA
"Alegria",4,2021-09-12 13:30:00,"09/12/2021","13:30:00",15.42240682,8.346509547,5.182287,16.5055555555556,NA
"Alegria",4,2021-09-12 13:45:00,"09/12/2021","13:45:00",15.57877698,8.363419235,5.24267,16.4388888888889,NA
"Alegria",4,2021-09-12 14:00:00,"09/12/2021","14:00:00",15.81092779,8.372467492,5.2809,16.8555555555556,NA
"Alegria",4,2021-09-12 14:15:00,"09/12/2021","14:15:00",16.11163911,8.384100419,5.296145,17.2666666666667,NA
"Alegria",4,2021-09-12 14:30:00,"09/12/2021","14:30:00",16.30775328,8.378935274,5.287752,17.2333333333333,NA
"Alegria",4,2021-09-12 14:45:00,"09/12/2021","14:45:00",16.41245179,8.384057793,5.255193,17.2777777777778,NA
"Alegria",4,2021-09-12 15:00:00,"09/12/2021","15:00:00",16.53135444,8.390508247,5.198542,17.3833333333333,NA
"Alegria",4,2021-09-12 15:15:00,"09/12/2021","15:15:00",16.65951747,8.380427382,5.118189,17.6277777777778,NA
"Alegria",4,2021-09-12 15:30:00,"09/12/2021","15:30:00",16.83485722,8.371582151,5.014962,17.75,NA
"Alegria",4,2021-09-12 15:45:00,"09/12/2021","15:45:00",16.95933862,8.372868173,4.889629,17.8333333333333,NA
"Alegria",4,2021-09-12 16:00:00,"09/12/2021","16:00:00",17.03680792,8.377175443,4.743576,17.8333333333333,NA
"Alegria",4,2021-09-12 16:15:00,"09/12/2021","16:15:00",17.0928849,8.378382712,4.578354,17.8444444444444,NA
"Alegria",4,2021-09-12 16:30:00,"09/12/2021","16:30:00",17.14022721,8.366053689,4.395759,17.9,NA
"Alegria",4,2021-09-12 16:45:00,"09/12/2021","16:45:00",17.16850837,8.371604531,4.197812,17.9,NA
"Alegria",4,2021-09-12 17:00:00,"09/12/2021","17:00:00",17.16922484,8.34357959,3.986726,17.8222222222222,NA
"Alegria",4,2021-09-12 17:15:00,"09/12/2021","17:15:00",17.17113877,8.34796817,3.764876,17.8555555555556,NA
"Alegria",4,2021-09-12 17:30:00,"09/12/2021","17:30:00",17.15071192,8.322565722,3.534772,17.7555555555556,NA
"Alegria",4,2021-09-12 17:45:00,"09/12/2021","17:45:00",17.1708739,8.351730917,3.299017,17.8333333333333,NA
"Alegria",4,2021-09-12 18:00:00,"09/12/2021","18:00:00",17.12294427,8.318149883,3.060277,17.7166666666667,NA
"Alegria",4,2021-09-12 18:15:00,"09/12/2021","18:15:00",17.10275984,8.326375193,2.821244,17.7555555555556,NA
"Alegria",4,2021-09-12 18:30:00,"09/12/2021","18:30:00",17.09803342,8.322923982,2.584596,17.8,NA
"Alegria",4,2021-09-12 18:45:00,"09/12/2021","18:45:00",17.11518588,8.321345809,2.352963,17.7888888888889,NA
"Alegria",4,2021-09-12 19:00:00,"09/12/2021","19:00:00",17.11602231,8.316278563,2.129134,17.7666666666667,NA
"Alegria",4,2021-09-12 19:15:00,"09/12/2021","19:15:00",17.10488275,8.299756893,1.915041,17.7166666666667,NA
"Alegria",4,2021-09-12 19:30:00,"09/12/2021","19:30:00",17.09720307,8.305496153,1.713211,17.7388888888889,NA
"Alegria",4,2021-09-12 19:45:00,"09/12/2021","19:45:00",17.07307863,8.282683796,1.525741,17.6833333333333,NA
"Alegria",4,2021-09-12 20:00:00,"09/12/2021","20:00:00",17.05478476,8.275921827,1.354517,17.6722222222222,NA
"Alegria",4,2021-09-12 20:15:00,"09/12/2021","20:15:00",17.03853012,8.272744574,1.201192,17.65,NA
"Alegria",4,2021-09-12 20:30:00,"09/12/2021","20:30:00",17.01783068,8.270134374,1.067163,17.6611111111111,NA
"Alegria",4,2021-09-12 20:45:00,"09/12/2021","20:45:00",16.99401604,8.267211053,0.953556,17.6055555555556,NA
"Alegria",4,2021-09-12 23:15:00,"09/12/2021","23:15:00",16.80527522,8.26405814,0.975392,17.4166666666667,NA
"Alegria",4,2021-09-12 23:30:00,"09/12/2021","23:30:00",16.79428821,8.267982822,1.076671,17.4388888888889,NA
"Alegria",4,2021-09-12 23:45:00,"09/12/2021","23:45:00",16.78313712,8.265842355,1.18993,17.4277777777778,NA
"Alegria",4,2021-09-13 00:00:00,"09/13/2021","00:00:00",16.77917688,8.273111834,1.31342,17.4277777777778,NA
"Alegria",4,2021-09-13 00:15:00,"09/13/2021","00:15:00",16.7835867,8.270963519,1.444782,17.4388888888889,NA
"Alegria",4,2021-09-13 00:30:00,"09/13/2021","00:30:00",16.78359881,8.273275982,1.58217,17.4555555555556,NA
"Alegria",4,2021-09-13 00:45:00,"09/13/2021","00:45:00",16.78349472,8.269128579,1.723284,17.4444444444444,NA
"Alegria",4,2021-09-13 01:00:00,"09/13/2021","01:00:00",16.79750311,8.278519392,1.865818,17.4666666666667,NA
"Alegria",4,2021-09-13 01:15:00,"09/13/2021","01:15:00",16.79836185,8.282418976,2.007998,17.4444444444444,NA
"Alegria",4,2021-09-13 01:30:00,"09/13/2021","01:30:00",16.80366393,8.277069442,2.147495,17.4388888888889,NA
"Alegria",4,2021-09-13 01:45:00,"09/13/2021","01:45:00",16.79716242,8.284196654,2.282716,17.4444444444444,NA
"Alegria",4,2021-09-13 02:00:00,"09/13/2021","02:00:00",16.78854223,8.293539523,2.4116,17.4444444444444,NA
"Alegria",4,2021-09-13 02:15:00,"09/13/2021","02:15:00",16.77346645,8.295247833,2.532832,17.4055555555556,NA
"Alegria",4,2021-09-13 02:30:00,"09/13/2021","02:30:00",16.75924142,8.293178914,2.644733,17.3944444444444,NA
"Alegria",4,2021-09-13 02:45:00,"09/13/2021","02:45:00",16.74392881,8.285078231,2.746345,17.3833333333333,NA
"Alegria",4,2021-09-13 03:00:00,"09/13/2021","03:00:00",16.72752897,8.290776351,2.836553,17.3722222222222,NA
"Alegria",4,2021-09-13 03:15:00,"09/13/2021","03:15:00",16.70571963,8.290146372,2.914526,17.3277777777778,NA
"Alegria",4,2021-09-13 03:30:00,"09/13/2021","03:30:00",16.68317811,8.282938345,2.979932,17.3055555555556,NA
"Alegria",4,2021-09-13 03:45:00,"09/13/2021","03:45:00",16.65732981,8.294821367,3.032363,17.2555555555556,NA
"Alegria",4,2021-09-13 04:00:00,"09/13/2021","04:00:00",16.63055339,8.289382458,3.071923,17.2555555555556,NA
"Alegria",4,2021-09-13 04:15:00,"09/13/2021","04:15:00",16.61625215,8.284742435,3.098748,17.2555555555556,NA
"Alegria",4,2021-09-13 04:30:00,"09/13/2021","04:30:00",16.59202771,8.290599363,3.11336,17.2111111111111,NA
"Alegria",4,2021-09-13 04:45:00,"09/13/2021","04:45:00",16.56020141,8.290231059,3.116399,17.1888888888889,NA
"Alegria",4,2021-09-13 05:00:00,"09/13/2021","05:00:00",16.53899489,8.275450171,3.108574,17.1666666666667,NA
"Alegria",4,2021-09-13 05:15:00,"09/13/2021","05:15:00",16.52871784,8.277902213,3.090911,17.1666666666667,NA
"Alegria",4,2021-09-13 05:30:00,"09/13/2021","05:30:00",16.51939363,8.269157872,3.06471,17.1555555555556,NA
"Alegria",4,2021-09-13 05:45:00,"09/13/2021","05:45:00",16.51820839,8.282899667,3.031421,17.1666666666667,NA
"Alegria",4,2021-09-13 06:00:00,"09/13/2021","06:00:00",16.51412151,8.274580033,2.992617,17.1666666666667,NA
"Alegria",4,2021-09-13 06:15:00,"09/13/2021","06:15:00",16.51483734,8.263779877,2.949962,17.1666666666667,NA
"Alegria",4,2021-09-13 06:30:00,"09/13/2021","06:30:00",16.51224247,8.255762412,2.905184,17.1444444444444,NA
"Alegria",4,2021-09-13 06:45:00,"09/13/2021","06:45:00",16.50837485,8.263839278,2.860041,17.1555555555556,NA
"Alegria",4,2021-09-13 07:00:00,"09/13/2021","07:00:00",16.50014639,8.265942624,2.816244,17.1555555555556,NA
"Alegria",4,2021-09-13 07:15:00,"09/13/2021","07:15:00",16.49848104,8.255935735,2.775616,17.1555555555556,NA
"Alegria",4,2021-09-13 07:30:00,"09/13/2021","07:30:00",16.49298695,8.258807214,2.739771,17.1333333333333,NA
"Alegria",4,2021-09-13 07:45:00,"09/13/2021","07:45:00",16.49121165,8.258258999,2.71028,17.1555555555556,NA
"Alegria",4,2021-09-13 08:00:00,"09/13/2021","08:00:00",16.48573216,8.264088883,2.688597,17.1444444444444,NA
"Alegria",4,2021-09-13 08:15:00,"09/13/2021","08:15:00",16.48531212,8.263774432,2.67603,17.1333333333333,NA
"Alegria",4,2021-09-13 08:30:00,"09/13/2021","08:30:00",16.48783032,8.245093786,2.67371,17.1666666666667,NA
"Alegria",4,2021-09-13 08:45:00,"09/13/2021","08:45:00",16.48936787,8.228438522,2.682377,17.1555555555556,NA
"Alegria",4,2021-09-13 09:00:00,"09/13/2021","09:00:00",16.49359681,8.266352093,2.70269,17.1666666666667,NA
"Alegria",4,2021-09-13 09:15:00,"09/13/2021","09:15:00",16.4872702,8.279138517,2.735174,17.1444444444444,NA
"Alegria",4,2021-09-13 09:30:00,"09/13/2021","09:30:00",16.49315147,8.264927805,2.780081,17.1555555555556,NA
"Alegria",4,2021-09-13 09:45:00,"09/13/2021","09:45:00",16.49654779,8.273059267,2.837601,17.1666666666667,NA
"Alegria",4,2021-09-13 10:00:00,"09/13/2021","10:00:00",16.51219909,8.286251533,2.907558,17.1888888888889,NA
"Alegria",4,2021-09-13 10:15:00,"09/13/2021","10:15:00",16.5196585,8.283856012,2.989598,17.1777777777778,NA
"Alegria",4,2021-09-13 10:30:00,"09/13/2021","10:30:00",16.53618469,8.283599267,3.083038,17.2222222222222,NA
"Alegria",4,2021-09-13 10:45:00,"09/13/2021","10:45:00",16.53886691,8.28961553,3.187304,17.2,NA
"Alegria",4,2021-09-13 11:00:00,"09/13/2021","11:00:00",16.54633444,8.2924882,3.301315,17.2333333333333,NA
"Alegria",4,2021-09-13 11:15:00,"09/13/2021","11:15:00",16.56594421,8.284540136,3.423899,17.2555555555556,NA
"Alegria",4,2021-09-13 11:30:00,"09/13/2021","11:30:00",16.59357508,8.295528544,3.553563,17.2833333333333,NA
"Alegria",4,2021-09-13 11:45:00,"09/13/2021","11:45:00",16.61280202,8.31493005,3.689101,17.3055555555556,NA
"Alegria",4,2021-09-13 12:00:00,"09/13/2021","12:00:00",16.63521312,8.315695914,3.828739,17.3166666666667,NA
"Alegria",4,2021-09-13 12:15:00,"09/13/2021","12:15:00",16.68018362,8.313492901,3.970734,17.3944444444444,NA
"Alegria",4,2021-09-13 12:30:00,"09/13/2021","12:30:00",16.71071444,8.308417408,4.113093,17.4055555555556,NA
"Alegria",4,2021-09-13 12:45:00,"09/13/2021","12:45:00",16.73188793,8.314511279,4.254242,17.4277777777778,NA
"Alegria",4,2021-09-13 13:00:00,"09/13/2021","13:00:00",16.75449139,8.311841254,4.392086,17.4388888888889,NA
"Alegria",4,2021-09-13 13:15:00,"09/13/2021","13:15:00",16.77120923,8.323016848,4.524681,17.4388888888889,NA
"Alegria",4,2021-09-13 13:30:00,"09/13/2021","13:30:00",16.7893279,8.328374389,4.649964,17.4888888888889,NA
"Alegria",4,2021-09-13 13:45:00,"09/13/2021","13:45:00",16.82985112,8.322398782,4.766328,17.5111111111111,NA
"Alegria",4,2021-09-13 14:00:00,"09/13/2021","14:00:00",16.85555616,8.326137882,4.871811,17.5555555555556,NA
"Alegria",4,2021-09-13 14:15:00,"09/13/2021","14:15:00",16.89459329,8.334373538,4.964689,17.6388888888889,NA
"Alegria",4,2021-09-13 14:30:00,"09/13/2021","14:30:00",16.94524319,8.343812488,5.043276,17.6833333333333,NA
"Alegria",4,2021-09-13 14:45:00,"09/13/2021","14:45:00",16.98734213,8.355456315,5.106287,17.7055555555556,NA
"Alegria",4,2021-09-13 15:00:00,"09/13/2021","15:00:00",17.02369967,8.363398529,5.152322,17.7388888888889,NA
"Alegria",4,2021-09-13 15:15:00,"09/13/2021","15:15:00",17.06522227,8.348924043,5.180266,17.7888888888889,NA
"Alegria",4,2021-09-13 15:30:00,"09/13/2021","15:30:00",17.10759972,8.348045035,5.189199,17.8222222222222,NA
"Alegria",4,2021-09-13 15:45:00,"09/13/2021","15:45:00",17.14712839,8.356539282,5.178255,17.8666666666667,NA
"Alegria",4,2021-09-13 16:00:00,"09/13/2021","16:00:00",17.17928979,8.355325792,5.146757,17.8777777777778,NA
"Alegria",4,2021-09-13 16:15:00,"09/13/2021","16:15:00",17.22680634,8.357897302,5.094462,17.95,NA
"Alegria",4,2021-09-13 16:30:00,"09/13/2021","16:30:00",17.26717325,8.367146934,5.02138,17.9833333333333,NA
"Alegria",4,2021-09-13 16:45:00,"09/13/2021","16:45:00",17.29661632,8.375939233,4.92789,17.9722222222222,NA
"Alegria",4,2021-09-13 17:00:00,"09/13/2021","17:00:00",17.31962998,8.381613349,4.814306,18.0055555555556,NA
"Alegria",4,2021-09-13 17:15:00,"09/13/2021","17:15:00",17.3423762,8.383792726,4.681492,18.0166666666667,NA
"Alegria",4,2021-09-13 17:30:00,"09/13/2021","17:30:00",17.33972116,8.381693818,4.530642,18.0055555555556,NA
"Alegria",4,2021-09-13 17:45:00,"09/13/2021","17:45:00",17.32663081,8.382752877,4.362674,17.9722222222222,NA
"Alegria",4,2021-09-13 18:00:00,"09/13/2021","18:00:00",17.33814423,8.385625322,4.179219,18.0166666666667,NA
"Alegria",4,2021-09-13 18:15:00,"09/13/2021","18:15:00",17.32321824,8.3700722,3.981957,17.9388888888889,NA
"Alegria",4,2021-09-13 18:30:00,"09/13/2021","18:30:00",17.30140007,8.369871563,3.772991,17.9611111111111,NA
"Alegria",4,2021-09-13 18:45:00,"09/13/2021","18:45:00",17.29567148,8.366397765,3.553884,17.9388888888889,NA
"Alegria",4,2021-09-13 19:00:00,"09/13/2021","19:00:00",17.29206252,8.371044053,3.327029,17.9166666666667,NA
"Alegria",4,2021-09-13 19:15:00,"09/13/2021","19:15:00",17.27731905,8.362915912,3.094704,17.9166666666667,NA
"Alegria",4,2021-09-13 19:30:00,"09/13/2021","19:30:00",17.25478524,8.362682285,2.859533,17.8666666666667,NA
"Alegria",4,2021-09-13 19:45:00,"09/13/2021","19:45:00",17.20140339,8.347930233,2.623405,17.8222222222222,NA
"Alegria",4,2021-09-13 20:00:00,"09/13/2021","20:00:00",17.19300968,8.338375396,2.389015,17.8222222222222,NA
"Alegria",4,2021-09-13 20:15:00,"09/13/2021","20:15:00",17.17453834,8.33889113,2.158788,17.8,NA
"Alegria",4,2021-09-13 20:30:00,"09/13/2021","20:30:00",17.14365463,8.337942452,1.935347,17.7888888888889,NA
"Alegria",4,2021-09-13 20:45:00,"09/13/2021","20:45:00",17.11374644,8.322189948,1.720504,17.7166666666667,NA
"Alegria",4,2021-09-13 21:00:00,"09/13/2021","21:00:00",17.11315475,8.327737516,1.516711,17.7555555555556,NA
"Alegria",4,2021-09-13 21:15:00,"09/13/2021","21:15:00",17.09917059,8.318879239,1.32624,17.7388888888889,NA
"Alegria",4,2021-09-13 21:30:00,"09/13/2021","21:30:00",17.1025361,8.315505665,1.150572,17.75,NA
"Alegria",4,2021-09-13 21:45:00,"09/13/2021","21:45:00",17.09395113,8.31181613,0.991641,17.7388888888889,NA
"Alegria",4,2021-09-14 01:30:00,"09/14/2021","01:30:00",16.84108077,8.285915254,1.021418,17.4555555555556,NA
"Alegria",4,2021-09-14 01:45:00,"09/14/2021","01:45:00",16.83787821,8.292590757,1.159128,17.4777777777778,NA
"Alegria",4,2021-09-14 02:00:00,"09/14/2021","02:00:00",16.79932448,8.287289016,1.305371,17.4166666666667,NA
"Alegria",4,2021-09-14 02:15:00,"09/14/2021","02:15:00",16.77793176,8.301278639,1.458069,17.4166666666667,NA
"Alegria",4,2021-09-14 02:30:00,"09/14/2021","02:30:00",16.77418533,8.28764222,1.615116,17.4277777777778,NA
"Alegria",4,2021-09-14 02:45:00,"09/14/2021","02:45:00",16.74130287,8.301572863,1.774408,17.3611111111111,NA
"Alegria",4,2021-09-14 03:00:00,"09/14/2021","03:00:00",16.73067655,8.297353605,1.933876,17.3833333333333,NA
"Alegria",4,2021-09-14 03:15:00,"09/14/2021","03:15:00",16.70290831,8.300061685,2.091514,17.3055555555556,NA
"Alegria",4,2021-09-14 03:30:00,"09/14/2021","03:30:00",16.66974506,8.305712126,2.245413,17.2777777777778,NA
"Alegria",4,2021-09-14 03:45:00,"09/14/2021","03:45:00",16.60112394,8.290268758,2.393781,17.2222222222222,NA
"Alegria",4,2021-09-14 04:00:00,"09/14/2021","04:00:00",16.59073315,8.281469009,2.534974,17.2111111111111,NA
"Alegria",4,2021-09-14 04:15:00,"09/14/2021","04:15:00",16.59732618,8.288408469,2.667516,17.2555555555556,NA
"Alegria",4,2021-09-14 04:30:00,"09/14/2021","04:30:00",16.58113159,8.278904235,2.790117,17.2555555555556,NA
"Alegria",4,2021-09-14 04:45:00,"09/14/2021","04:45:00",16.57129923,8.26695632,2.901694,17.2222222222222,NA
"Alegria",4,2021-09-14 05:00:00,"09/14/2021","05:00:00",16.56820054,8.264887006,3.001275,17.2222222222222,NA
"Alegria",4,2021-09-14 05:15:00,"09/14/2021","05:15:00",16.55088621,8.2716143,3.088443,17.2111111111111,NA
"Alegria",4,2021-09-14 05:30:00,"09/14/2021","05:30:00",16.54977421,8.276657151,3.162675,17.2,NA
"Alegria",4,2021-09-14 05:45:00,"09/14/2021","05:45:00",16.52850872,8.26912585,3.223797,17.1777777777778,NA
"Alegria",4,2021-09-14 06:00:00,"09/14/2021","06:00:00",16.53604067,8.276881933,3.271872,17.2111111111111,NA
"Alegria",4,2021-09-14 06:15:00,"09/14/2021","06:15:00",16.52470898,8.270208973,3.30719,17.1666666666667,NA
"Alegria",4,2021-09-14 06:30:00,"09/14/2021","06:30:00",16.53282465,8.266606558,3.330261,17.2222222222222,NA
"Alegria",4,2021-09-14 06:45:00,"09/14/2021","06:45:00",16.55222719,8.264567283,3.341803,17.2222222222222,NA
